Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
249,tt1302067,2011-07-04,2011-07-04,,"Yogi Bear","Yogi Bear",https://www.imdb.com/title/tt1302067/,Movie,4.6,80,2010,"Animation, Adventure, Comedy, Family",24347,2010-12-17,"Eric Brevig",,
250,tt0947798,2011-07-04,2011-07-04,,"Black Swan","Black Swan",https://www.imdb.com/title/tt0947798/,Movie,8.0,108,2010,"Drama, Thriller",872567,2010-12-17,"Darren Aronofsky",,
251,tt1663187,2011-07-04,2011-07-04,,"The Chaperone","The Chaperone",https://www.imdb.com/title/tt1663187/,Movie,5.1,103,2011,"Action, Comedy, Family",5565,2011-03-24,"Stephen Herek",,
252,tt0479997,2011-07-04,2011-07-04,,"Season of the Witch","Season of the Witch",https://www.imdb.com/title/tt0479997/,Movie,5.4,95,2011,"Action, Adventure, Fantasy",101535,2011-01-07,"Dominic Sena",,
253,tt0990407,2011-07-04,2011-07-04,,"The Green Hornet","The Green Hornet",https://www.imdb.com/title/tt0990407/,Movie,5.8,119,2011,"Action, Comedy, Crime",167903,2011-01-14,"Michel Gondry",,
254,tt1104001,2011-07-04,2011-07-04,,"Tron: Legacy","Tron: Legacy",https://www.imdb.com/title/tt1104001/,Movie,6.8,125,2010,"Action, Adventure, Sci-Fi",378185,2010-12-17,"Joseph Kosinski",10,2015-03-28
255,tt0477080,2011-07-04,2011-07-04,,"Unstoppable","Unstoppable",https://www.imdb.com/title/tt0477080/,Movie,6.8,98,2010,"Action, Thriller",215901,2010-11-12,"Tony Scott",,
256,tt1594917,2011-07-04,2011-07-04,,"Age of the Dragons","Age of the Dragons",https://www.imdb.com/title/tt1594917/,Movie,3.4,91,2011,"Action, Adventure, Fantasy",4631,2013-12-04,"Ryan Little",,
257,tt1217613,2011-07-04,2011-07-04,,"Battle Los Angeles","Battle: Los Angeles",https://www.imdb.com/title/tt1217613/,Movie,5.7,116,2011,"Action, Adventure, Sci-Fi",188986,2011-03-11,"Jonathan Liebesman",,
258,tt1564367,2011-07-04,2011-07-04,,"Just Go with It","Just Go with It",https://www.imdb.com/title/tt1564367/,Movie,6.4,117,2011,"Comedy, Romance",283211,2011-02-11,"Dennis Dugan",,
259,tt1179891,2011-07-04,2011-07-04,,"My Bloody Valentine","My Bloody Valentine",https://www.imdb.com/title/tt1179891/,Movie,5.4,101,2009,"Horror, Mystery, Thriller",64024,2009-01-16,"Patrick Lussier",,
260,tt0377981,2011-07-04,2011-07-04,,"Gnomeo & Juliet","Gnomeo & Juliet",https://www.imdb.com/title/tt0377981/,Movie,5.9,84,2011,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",62781,2011-02-11,"Kelly Asbury",,
261,tt1212419,2011-07-04,2011-07-04,,"Hereafter","Hereafter",https://www.imdb.com/title/tt1212419/,Movie,6.5,129,2010,"Drama, Fantasy, Romance",97695,2010-10-22,"Clint Eastwood",,
262,tt1464540,2011-07-04,2011-07-04,,"I Am Number Four","I Am Number Four",https://www.imdb.com/title/tt1464540/,Movie,6.1,111,2011,"Action, Adventure, Sci-Fi, Thriller",251354,2011-02-18,"D.J. Caruso",,
263,tt1220719,2011-07-04,2011-07-04,,"Ip Man","Ip Man",https://www.imdb.com/title/tt1220719/,Movie,8.0,106,2008,"Action, Biography, Drama, War",240729,2025-10-05,"Wilson Yip",,
264,tt1386932,2011-07-04,2011-07-04,,"Ip Man 2","Yip Man 2",https://www.imdb.com/title/tt1386932/,Movie,7.5,108,2010,"Action, Biography, Drama, History",115168,2025-10-05,"Wilson Yip",,
265,tt0840361,2011-07-04,2011-07-04,,"The Town","The Town",https://www.imdb.com/title/tt0840361/,Movie,7.5,125,2010,"Crime, Drama, Thriller",438847,2010-09-17,"Ben Affleck",,
266,tt0120915,2011-07-04,2011-07-04,,"Star Wars: Episode I - The Phantom Menace","Star Wars: Episode I - The Phantom Menace",https://www.imdb.com/title/tt0120915/,Movie,6.5,136,1999,"Action, Adventure, Fantasy, Sci-Fi",907917,1999-05-19,"George Lucas",,
267,tt0121765,2011-07-04,2011-07-04,,"Star Wars: Episode II - Attack of the Clones","Star Wars: Episode II - Attack of the Clones",https://www.imdb.com/title/tt0121765/,Movie,6.6,142,2002,"Action, Adventure, Fantasy, Sci-Fi",803957,2002-05-16,"George Lucas",,
268,tt0121766,2011-07-04,2011-07-04,,"Star Wars: Episode III - Revenge of the Sith","Star Wars: Episode III - Revenge of the Sith",https://www.imdb.com/title/tt0121766/,Movie,7.6,140,2005,"Action, Adventure, Fantasy, Sci-Fi",901477,2005-05-19,"George Lucas",,
269,tt0076759,2011-07-04,2011-07-04,,"Star Wars: Episode IV - A New Hope","Star Wars",https://www.imdb.com/title/tt0076759/,Movie,8.6,121,1977,"Action, Adventure, Fantasy, Sci-Fi",1536534,1977-05-25,"George Lucas",,
270,tt0080684,2011-07-04,2011-07-04,,"Star Wars: Episode V - The Empire Strikes Back","Star Wars: Episode V - The Empire Strikes Back",https://www.imdb.com/title/tt0080684/,Movie,8.7,124,1980,"Action, Adventure, Fantasy, Sci-Fi",1470103,1980-06-18,"Irvin Kershner",,
271,tt0086190,2011-07-04,2011-07-04,,"Star Wars: Episode VI - Return of the Jedi","Star Wars: Episode VI - Return of the Jedi",https://www.imdb.com/title/tt0086190/,Movie,8.3,131,1983,"Action, Adventure, Fantasy, Sci-Fi",1184928,1983-05-25,"Richard Marquand",,
272,tt0313911,2011-07-04,2011-07-04,,"Agent Cody Banks","Agent Cody Banks",https://www.imdb.com/title/tt0313911/,Movie,5.2,102,2003,"Action, Adventure, Comedy, Crime, Family, Romance, Thriller",38684,2003-03-14,"Harald Zwart",,
273,tt0358349,2011-07-04,2011-07-04,,"Agent Cody Banks 2: Destination London","Agent Cody Banks 2: Destination London",https://www.imdb.com/title/tt0358349/,Movie,4.6,100,2004,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",16723,2004-03-12,"Kevin Allen",,
274,tt0126029,2011-07-04,2011-07-04,,"Shrek","Shrek",https://www.imdb.com/title/tt0126029/,Movie,7.9,90,2001,"Animation, Adventure, Comedy, Family, Fantasy, Romance",790111,2001-05-18,"Andrew Adamson, Vicky Jenson",,
275,tt0298148,2011-07-04,2011-07-04,,"Shrek 2","Shrek 2",https://www.imdb.com/title/tt0298148/,Movie,7.4,93,2004,"Animation, Adventure, Comedy, Family, Fantasy, Romance",541922,2004-05-19,"Andrew Adamson, Kelly Asbury, Conrad Vernon",,
276,tt0413267,2011-07-04,2011-07-04,,"Shrek the Third","Shrek the Third",https://www.imdb.com/title/tt0413267/,Movie,6.1,93,2007,"Animation, Adventure, Comedy, Family, Fantasy, Romance",353308,2007-05-18,"Chris Miller, Raman Hui",,
277,tt0892791,2011-07-04,2011-07-04,,"Shrek Forever After","Shrek Forever After",https://www.imdb.com/title/tt0892791/,Movie,6.3,93,2010,"Animation, Adventure, Comedy, Family, Fantasy, Romance",239734,2010-05-21,"Mike Mitchell",,
278,tt0088763,2011-07-04,2011-07-04,,"Back to the Future","Back to the Future",https://www.imdb.com/title/tt0088763/,Movie,8.5,116,1985,"Adventure, Comedy, Sci-Fi",1408144,1985-07-03,"Robert Zemeckis",,
279,tt0096874,2011-07-04,2011-07-04,,"Back to the Future Part II","Back to the Future Part II",https://www.imdb.com/title/tt0096874/,Movie,7.8,108,1989,"Adventure, Comedy, Sci-Fi",608047,1989-11-22,"Robert Zemeckis",,
280,tt0099088,2011-07-04,2011-07-04,,"Back to the Future Part III","Back to the Future Part III",https://www.imdb.com/title/tt0099088/,Movie,7.5,118,1990,"Adventure, Comedy, Sci-Fi, Western",508710,1990-05-25,"Robert Zemeckis",,
281,tt0099785,2011-07-04,2011-07-04,,"Home Alone","Home Alone",https://www.imdb.com/title/tt0099785/,Movie,7.7,103,1990,"Comedy, Family",708583,1990-11-16,"Chris Columbus",,
282,tt0104431,2011-07-04,2011-07-04,,"Home Alone 2: Lost in New York","Home Alone 2: Lost in New York",https://www.imdb.com/title/tt0104431/,Movie,6.9,120,1992,"Adventure, Comedy, Crime, Family",436688,1992-11-20,"Chris Columbus",,
283,tt0119303,2011-07-04,2011-07-04,,"Home Alone 3","Home Alone 3",https://www.imdb.com/title/tt0119303/,Movie,4.6,102,1997,"Action, Comedy, Crime, Family",134428,1997-12-12,"Raja Gosnell",,
284,tt1650043,2011-07-04,2011-07-04,,"Diary of a Wimpy Kid: Rodrick Rules","Diary of a Wimpy Kid: Rodrick Rules",https://www.imdb.com/title/tt1650043/,Movie,6.6,99,2011,"Comedy, Family",40771,2011-03-25,"David Bowers",,
285,tt1192628,2011-07-04,2011-07-04,,"Rango","Rango",https://www.imdb.com/title/tt1192628/,Movie,7.3,107,2011,"Animation, Action, Adventure, Comedy, Drama, Family, Western",311460,2011-03-04,"Gore Verbinski",,
286,tt1436562,2011-07-04,2011-07-04,,"Rio","Rio",https://www.imdb.com/title/tt1436562/,Movie,6.9,96,2011,"Animation, Adventure, Comedy, Family, Music, Romance",266611,2011-04-15,"Carlos Saldanha",,
287,tt0398286,2011-07-04,2011-07-04,,"Tangled","Tangled",https://www.imdb.com/title/tt0398286/,Movie,7.7,100,2010,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",531672,2010-11-24,"Nathan Greno, Byron Howard",,
288,tt0208003,2011-07-04,2011-07-04,,"Big Momma's House","Big Momma's House",https://www.imdb.com/title/tt0208003/,Movie,5.3,99,2000,"Action, Comedy, Crime",94471,2000-06-02,"Raja Gosnell",,
289,tt0421729,2011-07-04,2011-07-04,,"Big Momma's House 2","Big Momma's House 2",https://www.imdb.com/title/tt0421729/,Movie,4.8,99,2006,"Comedy, Crime",48532,2006-01-27,"John Whitesell",,
290,tt1464174,2011-07-04,2011-07-04,,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",https://www.imdb.com/title/tt1464174/,Movie,4.5,107,2011,"Action, Comedy, Crime, Family",30840,2011-02-18,"John Whitesell",,
291,tt0844708,2011-07-04,2011-07-04,,"The Last House on the Left","The Last House on the Left",https://www.imdb.com/title/tt0844708/,Movie,6.5,113,2009,"Horror, Thriller",106578,2009-03-13,"Dennis Iliadis",,
292,tt0366551,2011-07-04,2011-07-04,,"Harold & Kumar Go to White Castle","Harold & Kumar Go to White Castle",https://www.imdb.com/title/tt0366551/,Movie,7.0,88,2004,"Adventure, Comedy",213695,2004-07-30,"Danny Leiner",,
293,tt0481536,2011-07-04,2011-07-04,,"Harold & Kumar Escape from Guantanamo Bay","Harold & Kumar Escape from Guantanamo Bay",https://www.imdb.com/title/tt0481536/,Movie,6.5,114,2008,"Adventure, Comedy",144972,2008-04-25,"Jon Hurwitz, Hayden Schlossberg",,
294,tt1502404,2011-07-04,2011-07-04,,"Drive Angry","Drive Angry",https://www.imdb.com/title/tt1502404/,Movie,5.4,104,2011,"Action, Comedy, Fantasy, Thriller",105887,2011-02-25,"Patrick Lussier",,
295,tt0480687,2011-07-04,2011-07-04,,"Hall Pass","Hall Pass",https://www.imdb.com/title/tt0480687/,Movie,5.9,105,2011,"Comedy, Romance",134880,2011-02-25,"Bobby Farrelly, Peter Farrelly",,
296,tt1486185,2011-07-04,2011-07-04,,"Red Riding Hood","Red Riding Hood",https://www.imdb.com/title/tt1486185/,Movie,5.4,100,2011,"Fantasy, Horror, Mystery, Romance, Thriller",118468,2011-03-11,"Catherine Hardwicke",,
297,tt1161864,2011-07-04,2011-07-04,,"The Rite","The Rite",https://www.imdb.com/title/tt1161864/,Movie,6.0,114,2011,"Drama, Horror, Mystery, Thriller",105329,2011-01-28,"Mikael Håfström",,
298,tt0471041,2011-07-04,2011-07-04,,"The Tournament","The Tournament",https://www.imdb.com/title/tt0471041/,Movie,6.0,95,2009,"Action, Thriller",36909,2010-07-25,"Scott Mann",,
299,tt0096895,2011-07-04,2011-07-04,,"Batman","Batman",https://www.imdb.com/title/tt0096895/,Movie,7.5,126,1989,"Action, Adventure",425669,1989-06-23,"Tim Burton",,
300,tt0103776,2011-07-04,2011-07-04,,"Batman Returns","Batman Returns",https://www.imdb.com/title/tt0103776/,Movie,7.1,126,1992,"Action, Crime, Fantasy",344977,1992-06-19,"Tim Burton",,
301,tt0112462,2011-07-04,2011-07-04,,"Batman Forever","Batman Forever",https://www.imdb.com/title/tt0112462/,Movie,5.5,121,1995,"Action, Adventure",278575,1995-06-16,"Joel Schumacher",,
302,tt0118688,2011-07-04,2011-07-04,,"Batman & Robin","Batman & Robin",https://www.imdb.com/title/tt0118688/,Movie,3.8,125,1997,"Action, Sci-Fi",278902,1997-06-20,"Joel Schumacher",,
303,tt0372784,2011-07-04,2011-07-04,,"Batman Begins","Batman Begins",https://www.imdb.com/title/tt0372784/,Movie,8.2,140,2005,"Action, Crime, Drama, Thriller",1677040,2005-06-15,"Christopher Nolan",,
304,tt0468569,2011-07-04,2011-07-04,,"The Dark Knight","The Dark Knight",https://www.imdb.com/title/tt0468569/,Movie,9.1,152,2008,"Action, Crime, Drama, Thriller",3087094,2008-07-18,"Christopher Nolan",,
305,tt1753968,2011-07-04,2011-07-04,,"Jackass 3.5","Jackass 3.5",https://www.imdb.com/title/tt1753968/,Video,6.6,85,2011,"Documentary, Action, Comedy",24795,2011-04-01,"Jeff Tremaine",,
306,tt1578275,2011-07-04,2011-07-04,,"The Dilemma","The Dilemma",https://www.imdb.com/title/tt1578275/,Movie,5.3,111,2011,"Comedy, Drama",58379,2011-01-14,"Ron Howard",,
307,tt1219289,2011-07-04,2011-07-04,,"Limitless","Limitless",https://www.imdb.com/title/tt1219289/,Movie,7.4,105,2011,"Sci-Fi, Thriller",637433,2011-03-18,"Neil Burger",,
308,tt1092026,2011-07-04,2011-07-04,,"Paul","Paul",https://www.imdb.com/title/tt1092026/,Movie,6.9,104,2011,"Adventure, Comedy, Sci-Fi",277720,2011-03-18,"Greg Mottola",,
309,tt1401152,2011-07-04,2011-07-04,,"Unknown","Unknown",https://www.imdb.com/title/tt1401152/,Movie,6.8,113,2011,"Action, Mystery, Thriller",274801,2011-02-18,"Jaume Collet-Serra",10,2018-12-14
310,tt1385826,2011-07-04,2011-07-04,,"The Adjustment Bureau","The Adjustment Bureau",https://www.imdb.com/title/tt1385826/,Movie,7.0,106,2011,"Crime, Drama, Mystery, Romance, Sci-Fi, Thriller",279434,2011-03-04,"George Nolfi",,
311,tt0145487,2011-07-04,2011-07-04,,"Spider-Man","Spider-Man",https://www.imdb.com/title/tt0145487/,Movie,7.4,121,2002,"Action, Adventure, Sci-Fi",943225,2002-05-03,"Sam Raimi",,
312,tt0316654,2011-07-04,2011-07-04,,"Spider-Man 2","Spider-Man 2",https://www.imdb.com/title/tt0316654/,Movie,7.5,127,2004,"Action, Adventure, Sci-Fi",764239,2004-06-30,"Sam Raimi",,
313,tt0413300,2011-07-04,2011-07-04,,"Spider-Man 3","Spider-Man 3",https://www.imdb.com/title/tt0413300/,Movie,6.3,139,2007,"Action, Adventure, Sci-Fi",683418,2007-05-04,"Sam Raimi",,
314,tt0348150,2011-07-04,2011-07-04,,"Superman Returns","Superman Returns",https://www.imdb.com/title/tt0348150/,Movie,6.1,154,2006,"Action, Adventure, Sci-Fi",300829,2006-06-30,"Bryan Singer",,
315,tt1525835,2011-07-04,2011-07-04,,"Gantz","Gantz",https://www.imdb.com/title/tt1525835/,Movie,6.4,130,2010,"Action, Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",8618,2011-01-29,"Shinsuke Satô",,
316,tt0978764,2011-07-04,2011-07-04,,"Sucker Punch","Sucker Punch",https://www.imdb.com/title/tt0978764/,Movie,6.1,110,2011,"Action, Adventure, Fantasy, Thriller",258823,2011-03-25,"Zack Snyder",,
317,tt1014759,2011-07-04,2011-07-04,,"Alice in Wonderland","Alice in Wonderland",https://www.imdb.com/title/tt1014759/,Movie,6.4,108,2010,"Adventure, Family, Fantasy, Mystery",461063,2010-03-05,"Tim Burton",,
318,tt1274300,2011-07-04,2011-07-04,,"The Tempest","The Tempest",https://www.imdb.com/title/tt1274300/,Movie,5.3,110,2010,"Comedy, Drama, Fantasy, Romance",8424,2011-01-07,"Julie Taymor",,
319,tt1265990,2011-07-04,2011-07-04,,"The Roommate","The Roommate",https://www.imdb.com/title/tt1265990/,Movie,4.8,91,2011,"Drama, Horror, Thriller",43168,2011-02-04,"Christian E. Christiansen",,
320,tt1187043,2011-07-04,2011-07-04,,"3 Idiots","3 Idiots",https://www.imdb.com/title/tt1187043/,Movie,8.4,170,2009,"Comedy, Drama",469573,2009-12-25,"Rajkumar Hirani",,
321,tt1334512,2011-07-18,2011-07-18,,"Arthur","Arthur",https://www.imdb.com/title/tt1334512/,Movie,5.7,110,2011,"Comedy, Romance",53679,2011-04-08,"Jason Winer",,
322,tt0265208,2011-07-18,2011-07-18,,"The Girl Next Door","The Girl Next Door",https://www.imdb.com/title/tt0265208/,Movie,6.7,109,2004,"Comedy, Drama, Romance",257329,2004-04-09,"Luke Greenfield",,
323,tt0425637,2011-07-18,2011-07-18,,"Red Cliff","Chi bi",https://www.imdb.com/title/tt0425637/,Movie,7.3,148,2008,"Action, Adventure, Drama, History, War",49878,2009-12-04,"John Woo",,
324,tt0450405,2011-07-18,2011-07-18,,"Cirque du Freak: The Vampire's Assistant","Cirque du Freak: The Vampire's Assistant",https://www.imdb.com/title/tt0450405/,Movie,5.8,109,2009,"Action, Adventure, Fantasy, Thriller",49283,2009-10-23,"Paul Weitz",,
325,tt0945513,2011-07-18,2011-07-18,,"Source Code","Source Code",https://www.imdb.com/title/tt0945513/,Movie,7.5,93,2011,"Action, Drama, Mystery, Sci-Fi, Thriller",574200,2011-04-01,"Duncan Jones",10,2015-03-28
326,tt1152398,2011-07-18,2011-07-18,,"Beastly","Beastly",https://www.imdb.com/title/tt1152398/,Movie,5.5,86,2011,"Drama, Fantasy, Romance",81509,2011-03-04,"Daniel Barnz",,
327,tt1413489,2011-07-18,2011-07-18,,"Cougar Hunting","Cougar Hunting",https://www.imdb.com/title/tt1413489/,Movie,3.6,102,2011,"Comedy, Romance",1265,2011-04-22,"Robin Blazak",,
328,tt1683043,2011-07-18,2011-07-18,,"Green Lantern: Emerald Knights","Green Lantern: Emerald Knights",https://www.imdb.com/title/tt1683043/,Video,6.7,84,2011,"Animation, Action, Adventure, Fantasy, Sci-Fi",15577,2011-06-07,"Christopher Berkeley, Lauren Montgomery, Jay Oliva",,
329,tt0914797,2011-07-18,2011-07-18,,"Bottle Shock","Bottle Shock",https://www.imdb.com/title/tt0914797/,Movie,6.8,110,2008,"Comedy, Drama",18866,2008-09-05,"Randall Miller",,
330,tt0993842,2011-07-18,2011-07-18,,"Hanna","Hanna",https://www.imdb.com/title/tt0993842/,Movie,6.7,111,2011,"Action, Adventure, Drama, Thriller",212759,2011-04-08,"Joe Wright",,
331,tt0241527,2011-07-18,2011-07-18,,"Harry Potter and the Sorcerer's Stone","Harry Potter and the Sorcerer's Stone",https://www.imdb.com/title/tt0241527/,Movie,7.7,152,2001,"Adventure, Family, Fantasy",922595,2001-11-16,"Chris Columbus",,
332,tt0295297,2011-07-18,2011-07-18,,"Harry Potter and the Chamber of Secrets","Harry Potter and the Chamber of Secrets",https://www.imdb.com/title/tt0295297/,Movie,7.5,161,2002,"Adventure, Family, Fantasy, Mystery",744907,2002-11-15,"Chris Columbus",,
333,tt0304141,2011-07-18,2011-07-18,,"Harry Potter and the Prisoner of Azkaban","Harry Potter and the Prisoner of Azkaban",https://www.imdb.com/title/tt0304141/,Movie,7.9,142,2004,"Adventure, Family, Fantasy, Mystery",745015,2004-06-04,"Alfonso Cuarón",,
334,tt0330373,2011-07-18,2011-07-18,,"Harry Potter and the Goblet of Fire","Harry Potter and the Goblet of Fire",https://www.imdb.com/title/tt0330373/,Movie,7.7,157,2005,"Adventure, Family, Fantasy, Mystery",731913,2005-11-18,"Mike Newell",,
335,tt0373889,2011-07-18,2011-07-18,,"Harry Potter and the Order of the Phoenix","Harry Potter and the Order of the Phoenix",https://www.imdb.com/title/tt0373889/,Movie,7.5,138,2007,"Action, Adventure, Family, Fantasy, Mystery",680355,2007-07-11,"David Yates",,
336,tt0417741,2011-07-18,2011-07-18,,"Harry Potter and the Half-Blood Prince","Harry Potter and the Half-Blood Prince",https://www.imdb.com/title/tt0417741/,Movie,7.6,153,2009,"Action, Adventure, Family, Fantasy, Mystery",641111,2009-07-15,"David Yates",,
337,tt0926084,2011-07-18,2011-07-18,,"Harry Potter and the Deathly Hallows: Part 1","Harry Potter and the Deathly Hallows: Part 1",https://www.imdb.com/title/tt0926084/,Movie,7.7,146,2010,"Adventure, Family, Fantasy, Mystery",644739,2010-11-19,"David Yates",,
338,tt1242432,2011-07-18,2011-07-18,,"I Spit on Your Grave","I Spit on Your Grave",https://www.imdb.com/title/tt1242432/,Movie,6.2,108,2010,"Horror, Thriller",100482,2010-06-17,"Steven R. Monroe",,
339,tt0804497,2011-07-18,2011-07-18,,"It's Kind of a Funny Story","It's Kind of a Funny Story",https://www.imdb.com/title/tt0804497/,Movie,7.1,101,2010,"Comedy, Drama, Romance",151148,2010-10-08,"Anna Boden, Ryan Fleck",,
340,tt0146316,2011-07-18,2011-07-18,,"Lara Croft: Tomb Raider","Lara Croft: Tomb Raider",https://www.imdb.com/title/tt0146316/,Movie,5.8,100,2001,"Action, Adventure, Fantasy, Thriller",227507,2001-06-15,"Simon West",,
341,tt0325703,2011-07-18,2011-07-18,,"Lara Croft: Tomb Raider - The Cradle of Life","Lara Croft: Tomb Raider - The Cradle of Life",https://www.imdb.com/title/tt0325703/,Movie,5.5,117,2003,"Action, Adventure, Fantasy",149941,2003-07-25,"Jan de Bont",,
342,tt0325980,2011-07-18,2011-07-18,,"Pirates of the Caribbean: The Curse of the Black Pearl","Pirates of the Caribbean: The Curse of the Black Pearl",https://www.imdb.com/title/tt0325980/,Movie,8.1,143,2003,"Action, Adventure, Fantasy",1291989,2003-07-09,"Gore Verbinski",,
343,tt0383574,2011-07-18,2011-07-18,,"Pirates of the Caribbean: Dead Man's Chest","Pirates of the Caribbean: Dead Man's Chest",https://www.imdb.com/title/tt0383574/,Movie,7.4,151,2006,"Action, Adventure, Fantasy",809932,2006-07-07,"Gore Verbinski",,
344,tt0449088,2011-07-18,2011-07-18,,"Pirates of the Caribbean: At World's End","Pirates of the Caribbean: At World's End",https://www.imdb.com/title/tt0449088/,Movie,7.1,169,2007,"Action, Adventure, Fantasy",730531,2007-05-25,"Gore Verbinski",,
345,tt1298650,2011-09-06,2011-09-06,,"Pirates of the Caribbean: On Stranger Tides","Pirates of the Caribbean: On Stranger Tides",https://www.imdb.com/title/tt1298650/,Movie,6.6,136,2011,"Action, Adventure, Fantasy",596044,2011-05-20,"Rob Marshall",,
346,tt1498568,2011-07-18,2011-07-18,,"Red River","Red River",https://www.imdb.com/title/tt1498568/,Movie,2.3,77,2011,"Horror",221,2011,"Jacob Ennis",,
347,tt0117571,2011-07-18,2011-07-18,,"Scream","Scream",https://www.imdb.com/title/tt0117571/,Movie,7.4,111,1996,"Horror, Mystery",429059,1996-12-20,"Wes Craven",,
348,tt0120082,2011-07-18,2011-07-18,,"Scream 2","Scream 2",https://www.imdb.com/title/tt0120082/,Movie,6.3,120,1997,"Horror, Mystery",227910,1997-12-12,"Wes Craven",,
349,tt0134084,2011-07-18,2011-07-18,,"Scream 3","Scream 3",https://www.imdb.com/title/tt0134084/,Movie,5.7,116,2000,"Horror, Mystery",177788,2000-02-04,"Wes Craven",,
350,tt1262416,2011-09-06,2011-09-06,,"Scream 4","Scream 4",https://www.imdb.com/title/tt1262416/,Movie,6.2,111,2011,"Horror, Mystery",184186,2011-04-15,"Wes Craven",,
351,tt1130884,2011-07-18,2011-07-18,,"Shutter Island","Shutter Island",https://www.imdb.com/title/tt1130884/,Movie,8.2,138,2010,"Drama, Mystery, Thriller",1589347,2010-02-19,"Martin Scorsese",10,2018-12-14
352,tt0232500,2011-07-18,2011-07-18,,"The Fast and the Furious","The Fast and the Furious",https://www.imdb.com/title/tt0232500/,Movie,6.8,106,2001,"Action, Crime, Thriller",446722,2001-06-22,"Rob Cohen",,
353,tt0322259,2011-07-18,2011-07-18,,"2 Fast 2 Furious","2 Fast 2 Furious",https://www.imdb.com/title/tt0322259/,Movie,5.9,107,2003,"Action, Crime, Thriller",316283,2003-06-06,"John Singleton",,
354,tt0463985,2011-07-18,2011-07-18,,"The Fast and the Furious: Tokyo Drift","The Fast and the Furious: Tokyo Drift",https://www.imdb.com/title/tt0463985/,Movie,6.1,104,2006,"Action, Crime, Thriller",322896,2006-06-16,"Justin Lin",,
355,tt1013752,2011-07-18,2011-07-18,,"Fast & Furious","Fast & Furious",https://www.imdb.com/title/tt1013752/,Movie,6.5,107,2009,"Action, Thriller",328841,2009-04-03,"Justin Lin",,
356,tt1596343,2011-09-06,2011-09-06,,"Fast Five","Fast Five",https://www.imdb.com/title/tt1596343/,Movie,7.3,130,2011,"Action, Crime, Thriller",426440,2011-04-29,"Justin Lin",,
357,tt1369706,2011-07-18,2011-07-18,,"The Ward","The Ward",https://www.imdb.com/title/tt1369706/,Movie,5.5,89,2010,"Horror, Mystery, Thriller",46814,2011-07-08,"John Carpenter",,
358,tt1274300,2011-07-18,2011-07-18,,"The Tempest","The Tempest",https://www.imdb.com/title/tt1274300/,Movie,5.3,110,2010,"Comedy, Drama, Fantasy, Romance",8424,2011-01-07,"Julie Taymor",,
359,tt0418279,2011-07-18,2011-07-18,,"Transformers","Transformers",https://www.imdb.com/title/tt0418279/,Movie,7.1,144,2007,"Action, Adventure, Sci-Fi",705977,2007-07-03,"Michael Bay",,
360,tt1055369,2011-07-18,2011-07-18,,"Transformers: Revenge of the Fallen","Transformers: Revenge of the Fallen",https://www.imdb.com/title/tt1055369/,Movie,6.0,149,2009,"Action, Adventure, Sci-Fi",447291,2009-06-24,"Michael Bay",,
361,tt1679332,2011-07-18,2011-07-18,,"Ultramarines: A Warhammer 40,000 Movie","Ultramarines: A Warhammer 40,000 Movie",https://www.imdb.com/title/tt1679332/,Movie,5.6,76,2010,"Animation, Action, Fantasy, Sci-Fi, War",6542,2010-12-13,"Martyn Pick",,
362,tt1129423,2011-07-18,2011-07-18,,"Fireproof","Fireproof",https://www.imdb.com/title/tt1129423/,Movie,6.5,122,2008,"Drama, Romance",25218,2008-09-26,"Alex Kendrick",,
363,tt0368891,2011-07-18,2011-07-18,,"National Treasure","National Treasure",https://www.imdb.com/title/tt0368891/,Movie,6.9,131,2004,"Action, Adventure, Mystery, Thriller",371533,2004-11-19,"Jon Turteltaub",,
364,tt0465234,2011-07-18,2011-07-18,,"National Treasure: Book of Secrets","National Treasure: Book of Secrets",https://www.imdb.com/title/tt0465234/,Movie,6.5,124,2007,"Action, Adventure, Mystery, Thriller",264019,2007-12-21,"Jon Turteltaub",,
365,tt0114709,2011-07-18,2011-07-18,,"Toy Story","Toy Story",https://www.imdb.com/title/tt0114709/,Movie,8.3,81,1995,"Animation, Adventure, Comedy, Family, Fantasy",1145204,1995-11-22,"John Lasseter",,
366,tt0120363,2011-07-18,2011-07-18,,"Toy Story 2","Toy Story 2",https://www.imdb.com/title/tt0120363/,Movie,7.9,92,1999,"Animation, Adventure, Comedy, Family, Fantasy",655443,1999-11-24,"John Lasseter, Ash Brannon, Lee Unkrich",,
367,tt0435761,2011-07-18,2011-07-18,,"Toy Story 3","Toy Story 3",https://www.imdb.com/title/tt0435761/,Movie,8.3,103,2010,"Animation, Adventure, Comedy, Family, Fantasy",948553,2010-06-18,"Lee Unkrich",,
